Election_id,State_id,Constituency,Candidate_name,Party,EVM_Votes,Postal _Votes,Total _Votes,Percentage_Votes,Result
233,Andhra Pradesh,Machilipatnam,KOMMARAJU SIVA NARASIMHA RAO,All India Forward Bloc,5245,9,5254,0.4,Lost
234,Andhra Pradesh,Machilipatnam,VALLABHANENI NAGA PAVAN KUMAR,Independent,5206,14,5220,0.4,Lost
235,Andhra Pradesh,Machilipatnam,MARADANI K R SWAMY,Jai Maha Bharath Party,2206,8,2214,0.17,Lost
236,Andhra Pradesh,Machilipatnam,GANDHI  DHANEKULA,Independent,1989,2,1991,0.15,Lost
237,Andhra Pradesh,Machilipatnam,PAMULA BALA SOWRYAMMA,Independent,1576,6,1582,0.12,Lost
238,Andhra Pradesh,Machilipatnam,ANUSHA YERUVA,Independent,1233,2,1235,0.09,Lost
239,Andhra Pradesh,Machilipatnam,GUDAVALLI VENKATA KEDARESWARA RAO,Independent,1102,9,1111,0.08,Lost
240,Andhra Pradesh,Machilipatnam,JOGI VEERANJANEYULU,Independent,1020,2,1022,0.08,Lost
241,Andhra Pradesh,Machilipatnam,DAMODARA RAO GUDAVALLI,Independent,928,2,930,0.07,Lost
242,Andhra Pradesh,Machilipatnam,APPARAO ENNETI,Independent,625,1,626,0.05,Lost
243,Andhra Pradesh,Machilipatnam,NOTA,None of the Above,12008,118,12126,0.92,Lost
244,Andhra Pradesh,Nandyal,DR BYREDDY SHABARI,Telugu Desam,689417,11714,701131,49.92,Won
245,Andhra Pradesh,Nandyal,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,583155,6001,589156,41.95,Lost
246,Andhra Pradesh,Nandyal,J LAKSHMI NARASIMHA YADAV,Indian National Congress,54920,1284,56204,4,Lost
247,Andhra Pradesh,Nandyal,P GURUVAIAH,Independent,8190,1,8191,0.58,Lost
248,Andhra Pradesh,Nandyal,A CHINNA MOULALI,Bahujan Samaj Party,7768,63,7831,0.56,Lost
249,Andhra Pradesh,Nandyal,HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,6858,74,6932,0.49,Lost
250,Andhra Pradesh,Nandyal,KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,4633,1000,4633,0.33,Lost
251,Andhra Pradesh,Nandyal,GAGGERA VENKATA RAMANAIAH,Independent,3027,4,3031,0.22,Lost
252,Andhra Pradesh,Nandyal,DUMAVATH SWAMY NAIK,Independent,2348,10,2358,0.17,Lost
253,Andhra Pradesh,Nandyal,KUNUKUNTLA RAMUDU,Independent,1408,5,1413,0.1,Lost
254,Andhra Pradesh,Nandyal,E ANIL KUMAR,Independent,1332,2,1334,0.09,Lost
255,Andhra Pradesh,Nandyal,C SURENDRA NATHA REDDY,Independent,1267,1,1268,0.09,Lost
256,Andhra Pradesh,Nandyal,BRAHMANANDA REDDY K,Independent,1261,11,1272,0.09,Lost
257,Andhra Pradesh,Nandyal,UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,785,6,791,0.06,Lost
258,Andhra Pradesh,Nandyal,NAGESWARA RAO,Independent,678,2,680,0.05,Lost
259,Andhra Pradesh,Nandyal,VIJAYA BHASKAR REDDYPOGU,Independent,641,1000,641,0.05,Lost
260,Andhra Pradesh,Nandyal,YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,638,4,642,0.05,Lost
261,Andhra Pradesh,Nandyal,BHUMA VEERA BHADRA REDDY,Navarang Congress Party,630,16,646,0.05,Lost
262,Andhra Pradesh,Nandyal,PANDU RANGA YADAV SIDDAPU,Samajwadi Party,594,11,605,0.04,Lost
263,Andhra Pradesh,Nandyal,CHANDINI REDDY VAKATI,Liberation Congress Party,546,10,556,0.04,Lost
264,Andhra Pradesh,Nandyal,B C RAMANADHA AREDDY,Independent,472,1000,472,0.03,Lost
265,Andhra Pradesh,Nandyal,GAJULA SHALIMIYA,Anna YSR Congress Party,468,18,486,0.03,Lost
266,Andhra Pradesh,Nandyal,KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,428,2,430,0.03,Lost
267,Andhra Pradesh,Nandyal,CH P MALLESWARUDU,Independent,417,4,421,0.03,Lost
268,Andhra Pradesh,Nandyal,I V PAKKIR REDDY,Independent,408,2,410,0.03,Lost
269,Andhra Pradesh,Nandyal,V MADHUSUDHANA REDDY,Independent,399,2,401,0.03,Lost
270,Andhra Pradesh,Nandyal,BUSHAKU MAHESWARA REDDY,Independent,390,1000,390,0.03,Lost
271,Andhra Pradesh,Nandyal,U P MUNI REDDY,Independent,376,1000,376,0.03,Lost
272,Andhra Pradesh,Nandyal,GOGULA SUGUNAMMA,Jai Maha Bharath Party,375,4,379,0.03,Lost
273,Andhra Pradesh,Nandyal,BELLAMKONDA SREENIVASULU,Independent,352,1,353,0.03,Lost
274,Andhra Pradesh,Nandyal,BALIJA SHIVA KUMAR,Independent,288,1000,288,0.02,Lost
275,Andhra Pradesh,Nandyal,NOTA,None of the Above,10538,159,10697,0.76,Lost
276,Andhra Pradesh,Narsapuram,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),Bharatiya Janata Party,699382,7961,707343,57.46,Won
277,Andhra Pradesh,Narsapuram,UMABALA GUDURI,Yuvajana Sramika Rythu Congress Party,426037,4504,430541,34.98,Lost
278,Andhra Pradesh,Narsapuram,K.B.R.NAIDU,Indian National Congress,34298,915,35213,2.86,Lost
279,Andhra Pradesh,Narsapuram,PRASANNA KUMAR UNDURTHI,Independent,6350,14,6364,0.52,Lost
280,Andhra Pradesh,Narsapuram,MEDAPATI VENKATA VARAHALA REDDY,Independent,5966,3,5969,0.48,Lost
281,Andhra Pradesh,Narsapuram,SIRRA RAJU,Bahujan Samaj Party,5945,69,6014,0.49,Lost
282,Andhra Pradesh,Narsapuram,BALAGAM NAYAKAR,Independent,5232,8,5240,0.43,Lost
283,Andhra Pradesh,Narsapuram,NALLI RAJESH,Independent,4684,1000,4684,0.38,Lost
284,Andhra Pradesh,Narsapuram,KETHA SREENU,Independent,3140,5,3145,0.26,Lost
285,Andhra Pradesh,Narsapuram,OLETY NAGENDRA KRISHNA,Jaibhim Rao Bharat Party,3112,4,3116,0.25,Lost
286,Andhra Pradesh,Narsapuram,ADDEPALLI VEERA VENKAT SUBBA RAO,Independent,2781,2,2783,0.23,Lost
287,Andhra Pradesh,Narsapuram,ANAND CHANDULAL JASTI,Independent,2726,1000,2726,0.22,Lost
288,Andhra Pradesh,Narsapuram,GANJI PURNIMA,Republican Party of India (A),1645,4,1649,0.13,Lost
289,Andhra Pradesh,Narsapuram,GEDALA LAXMANA RAO,Independent,1525,2,1527,0.12,Lost
290,Andhra Pradesh,Narsapuram,ADDANKI DORABABU,Independent,1388,5,1393,0.11,Lost
291,Andhra Pradesh,Narsapuram,GOTTUMUKKALA SHIVAJI,Independent,1378,6,1384,0.11,Lost
292,Andhra Pradesh,Narsapuram,ADINARAYANA DUPPANAPUDI,Independent,1002,5,1007,0.08,Lost
293,Andhra Pradesh,Narsapuram,MANNE LEELA RAMA NARENDRA,Pyramid Party of India,922,8,930,0.08,Lost
294,Andhra Pradesh,Narsapuram,RAMA DURGA PRASAD THOLETI,Independent,919,1,920,0.07,Lost
295,Andhra Pradesh,Narsapuram,RUKHMINI,Independent,683,3,686,0.06,Lost
296,Andhra Pradesh,Narsapuram,ADABALA SIVA,Independent,682,1,683,0.06,Lost
297,Andhra Pradesh,Narsapuram,NOTA,None of the Above,7554,123,7677,0.62,Lost
298,Andhra Pradesh,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,798097,9899,807996,53.88,Won
299,Andhra Pradesh,Narsaraopet,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,642186,6081,648267,43.23,Lost
300,Andhra Pradesh,Narsaraopet,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,17520,526,18046,1.2,Lost
301,Andhra Pradesh,Narsaraopet,ORSU PREMARAJU,Bahujan Samaj Party,5276,33,5309,0.35,Lost
302,Andhra Pradesh,Narsaraopet,KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,2328,8,2336,0.16,Lost
303,Andhra Pradesh,Narsaraopet,GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,1243,2,1245,0.08,Lost
304,Andhra Pradesh,Narsaraopet,YAMPATI VEERANJANEYA REDDY,Independent,1056,1,1057,0.07,Lost
305,Andhra Pradesh,Narsaraopet,SUBBARAO CHALLA,Independent,1051,1000,1051,0.07,Lost
306,Andhra Pradesh,Narsaraopet,ABDUL RAJAK SHAIK,Independent,718,5,723,0.05,Lost
307,Andhra Pradesh,Narsaraopet,KOTA POTHURAJU,Pyramid Party of India,667,3,670,0.04,Lost
308,Andhra Pradesh,Narsaraopet,P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,385,3,388,0.03,Lost
309,Andhra Pradesh,Narsaraopet,PASUPULETI PICHAIAH,National Nava Kranthi Party,353,3,356,0.02,Lost
310,Andhra Pradesh,Narsaraopet,PAPPULA SAMBASIVA RAO,Navarang Congress Party,331,1,332,0.02,Lost
311,Andhra Pradesh,Narsaraopet,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,305,4,309,0.02,Lost
312,Andhra Pradesh,Narsaraopet,THOKALA NAGA RAJU,All India Forward Bloc,277,8,285,0.02,Lost
313,Andhra Pradesh,Narsaraopet,NOTA,None of the Above,11120,79,11199,0.75,Lost
314,Andhra Pradesh,Nellore,PRABHAKAR REDDY VEMIREDDY,Telugu Desam,750771,15431,766202,55.7,Won
315,Andhra Pradesh,Nellore,VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,514375,5925,520300,37.82,Lost
316,Andhra Pradesh,Nellore,KOPPULA RAJU,Indian National Congress,53264,1580,54844,3.99,Lost
317,Andhra Pradesh,Nellore,BHASKAR NASINA,Bahujan Samaj Party,5710,101,5811,0.42,Lost
318,Andhra Pradesh,Nellore,VIVEKA MANNEPALLI,Revolutionary Socialist Party,2794,10,2804,0.2,Lost
319,Andhra Pradesh,Nellore,KOPPALA RAGHU,Independent,2010,5,2015,0.15,Lost
320,Andhra Pradesh,Nellore,GAJULA SOMA SEKHAR,Jai Bharat National Party,1775,4,1779,0.13,Lost
321,Andhra Pradesh,Nellore,SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,1315,15,1330,0.1,Lost
322,Andhra Pradesh,Nellore,SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),1228,5,1233,0.09,Lost
323,Andhra Pradesh,Nellore,MALLEPALLY RAGHU,Navarang Congress Party,1104,1,1105,0.08,Lost
324,Andhra Pradesh,Nellore,SHAIK SHAFI AHMED,All India Forward Bloc,1037,1000,1037,0.08,Lost
325,Andhra Pradesh,Nellore,NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,576,24,600,0.04,Lost
326,Andhra Pradesh,Nellore,TALARI VENKATAIAH,Jaibhim Rao Bharat Party,553,5,558,0.04,Lost
327,Andhra Pradesh,Nellore,PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),452,2,454,0.03,Lost
328,Andhra Pradesh,Nellore,NOTA,None of the Above,15454,123,15577,1.13,Lost
329,Andhra Pradesh,Ongole,MAGUNTA SREENIVASULU REDDY,Telugu Desam,689829,12065,701894,49.35,Won
330,Andhra Pradesh,Ongole,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,644052,7643,651695,45.82,Lost
331,Andhra Pradesh,Ongole,EDA SUDHAKARA REDDY,Indian National Congress,25803,919,26722,1.88,Lost
332,Andhra Pradesh,Ongole,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6238,76,6314,0.44,Lost
333,Andhra Pradesh,Ongole,BUCHI EDUKONDALU,Independent,3046,2,3048,0.21,Lost
334,Andhra Pradesh,Ongole,PODILI RAMBABU,Independent,3035,38,3073,0.22,Lost
335,Andhra Pradesh,Ongole,ORSU VEENA,Jai Bharat National Party,2242,25,2267,0.16,Lost
336,Andhra Pradesh,Ongole,BONTHA RANGA REDDY,Independent,1923,1000,1923,0.14,Lost
337,Andhra Pradesh,Ongole,BODDU KRANTHI KUMAR,Independent,1797,1,1798,0.13,Lost
338,Andhra Pradesh,Ongole,MOHAN GOUD J V,Independent,1442,5,1447,0.1,Lost
339,Andhra Pradesh,Ongole,U MADHU BABU,Independent,1006,2,1008,0.07,Lost
340,Andhra Pradesh,Ongole,KARATAPU RAJU,Independent,730,5,735,0.05,Lost
341,Andhra Pradesh,Ongole,JAGADEESH RAYAPATI,Independent,713,12,725,0.05,Lost
342,Andhra Pradesh,Ongole,DEVIREDDY BALANJANEYULU,Independent,710,6,716,0.05,Lost
343,Andhra Pradesh,Ongole,HARI PRASAD TUPAKULA,Independent,706,5,711,0.05,Lost
344,Andhra Pradesh,Ongole,PASAM VENKATESWARLU YADAV,Samajwadi Party,699,44,743,0.05,Lost
345,Andhra Pradesh,Ongole,SURYA TEJA KOTA,Pyramid Party of India,674,9,683,0.05,Lost
346,Andhra Pradesh,Ongole,AKUMALLA MALLIKARJUNA REDDY,Independent,575,1000,575,0.04,Lost
347,Andhra Pradesh,Ongole,VESHAPOGU GURAVABABU,Independent,457,4,461,0.03,Lost
348,Andhra Pradesh,Ongole,KOMMU YOHANU,Liberation Congress Party,454,7,461,0.03,Lost
349,Andhra Pradesh,Ongole,SESHUBABU GUDDANTI,Independent,449,1000,449,0.03,Lost
350,Andhra Pradesh,Ongole,SINGAMNENI SREEKANTH,Independent,407,3,410,0.03,Lost
351,Andhra Pradesh,Ongole,YARRA DASARADHARAMAIAH,Independent,394,1000,394,0.03,Lost
352,Andhra Pradesh,Ongole,KOTA VAMSI KRISHNA,Independent,365,1000,365,0.03,Lost
353,Andhra Pradesh,Ongole,K PAVAN KALYAN,Jatiya Jana Sena Party,362,30,392,0.03,Lost
354,Andhra Pradesh,Ongole,NOTA,None of the Above,13066,139,13205,0.93,Lost
355,Andhra Pradesh,Rajahmundry,DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party,718641,7874,726515,54.82,Won
356,Andhra Pradesh,Rajahmundry,DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party,483172,4204,487376,36.77,Lost
357,Andhra Pradesh,Rajahmundry,GIDUGU RUDRARAJU,Indian National Congress,31441,1067,32508,2.45,Lost
358,Andhra Pradesh,Rajahmundry,GANESWARA RAO PARAMATA,Bahujan Samaj Party,20277,132,20409,1.54,Lost
359,Andhra Pradesh,Rajahmundry,BATTULA BALARAMAKRISHNA,Navarang Congress Party,16930,78,17008,1.28,Lost
360,Andhra Pradesh,Rajahmundry,SALOPANTULA RAGHAVENDRA RAO,Independent,3261,17,3278,0.25,Lost
361,Andhra Pradesh,Rajahmundry,DR. MEDISI RATNARAO ALIAS VINAY,Independent,3109,6,3115,0.24,Lost
362,Andhra Pradesh,Rajahmundry,MOHANARAO SINGULURI,Jai Bharat National Party,2818,15,2833,0.21,Lost
363,Andhra Pradesh,Rajahmundry,MEDA SRINIVASA RAO,Rashtriya Praja Congress  (Secular),2422,7,2429,0.18,Lost
364,Andhra Pradesh,Rajahmundry,BOMMANABOINA VSR MURTHY,Independent,2173,6,2179,0.16,Lost
365,Andhra Pradesh,Rajahmundry,BHANU CHANDAR KURUVELLA,Independent,1955,3,1958,0.15,Lost
366,Andhra Pradesh,Rajahmundry,JALLI BALA NAVEENA,Independent,1250,4,1254,0.09,Lost
367,Andhra Pradesh,Rajahmundry,NOTA,None of the Above,24302,133,24435,1.84,Lost
368,Andhra Pradesh,Rajampet,P V MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,639111,5733,644844,48.38,Won
369,Andhra Pradesh,Rajampet,NALLARI KIRAN KUMAR REDDY,Bharatiya Janata Party,557030,11743,568773,42.67,Lost
370,Andhra Pradesh,Rajampet,SHAIK BASHEED,Indian National Congress,52229,1071,53300,4,Lost
371,Andhra Pradesh,Rajampet,ABBAVARAM UGENDRA,Bahujan Samaj Party,12306,57,12363,0.93,Lost
372,Andhra Pradesh,Rajampet,POOLA REDDY SEKHAR,Independent,6097,3,6100,0.46,Lost
373,Andhra Pradesh,Rajampet,NAGARAJU JETTI,Independent,5984,15,5999,0.45,Lost
374,Andhra Pradesh,Rajampet,PRADEEP PENAMADU,All India Forward Bloc,5671,1,5672,0.43,Lost
375,Andhra Pradesh,Rajampet,CHOUDVARAM SUBBANARASAIAH,Independent,4731,4,4735,0.36,Lost
376,Andhra Pradesh,Rajampet,PULI SREENIVASULU,Independent,4613,3,4616,0.35,Lost
377,Andhra Pradesh,Rajampet,SREENIVASULU MARRIPATI,Independent,4436,7,4443,0.33,Lost
378,Andhra Pradesh,Rajampet,AKBAR M BASHA,Anna YSR Congress Party,2394,17,2411,0.18,Lost
379,Andhra Pradesh,Rajampet,SANGARAJU NAGESWARA RAJU,Independent,1523,12,1535,0.12,Lost
380,Andhra Pradesh,Rajampet,MADA RAJA,Jaathia Chethi Vruthula Ikya Vedika Party,1415,1000,1415,0.11,Lost
381,Andhra Pradesh,Rajampet,BATTHALA RAMANAIAH,Jai Bharat National Party,1360,6,1366,0.1,Lost
382,Andhra Pradesh,Rajampet,DODDAPANENI RAJA NAIDU,Independent,1315,3,1318,0.1,Lost
383,Andhra Pradesh,Rajampet,MAYANA MOHAMMED SALMAN KHAN,Liberation Congress Party,1069,2,1071,0.08,Lost
384,Andhra Pradesh,Rajampet,KASTURI OBAIAH NAIDU,Independent,885,2,887,0.07,Lost
385,Andhra Pradesh,Rajampet,ASADI VENKATADRI,Independent,689,2,691,0.05,Lost
386,Andhra Pradesh,Rajampet,NOTA,None of the Above,11324,76,11400,0.86,Lost
387,Andhra Pradesh,Srikakulam,KINJARAPU RAMMOHAN NAIDU,Telugu Desam,734501,19827,754328,61.05,Won
388,Andhra Pradesh,Srikakulam,TILAK PERADA,Yuvajana Sramika Rythu Congress Party,420394,6033,426427,34.51,Lost
389,Andhra Pradesh,Srikakulam,PEDADA PARAMESWARA RAO,Indian National Congress,6724,448,7172,0.58,Lost
390,Andhra Pradesh,Srikakulam,SANAPALA SRAVAN KUMAR,Independent,5950,8,5958,0.48,Lost
391,Andhra Pradesh,Srikakulam,NAIDUGARI RAJASEKHAR,Bahujan Samaj Party,4661,81,4742,0.38,Lost
392,Andhra Pradesh,Srikakulam,VABA YOGESWARA RAO,Independent,3472,126,3598,0.29,Lost
393,Andhra Pradesh,Srikakulam,BETHA VIVEKANANDA MAHARAJ,Independent,2523,13,2536,0.21,Lost
394,Andhra Pradesh,Srikakulam,YEDDU LAKSHMINARAYANA,Independent,1598,7,1605,0.13,Lost
395,Andhra Pradesh,Srikakulam,BORUBADRA CHANDRAKALA,Bharatha Chaitanya Yuvajana Party,1315,42,1357,0.11,Lost
396,Andhra Pradesh,Srikakulam,IPPILI SEETHARAJU,Jai Bharat National Party,1080,50,1130,0.09,Lost
397,Andhra Pradesh,Srikakulam,KAYA DURGARAO,Navarang Congress Party,811,7,818,0.07,Lost
398,Andhra Pradesh,Srikakulam,CHELLURI DANIYAL,Independent,796,20,816,0.07,Lost
399,Andhra Pradesh,Srikakulam,BOMMALI TIRUPATI RAO,Pyramid Party of India,589,5,594,0.05,Lost
400,Andhra Pradesh,Srikakulam,NOTA,None of the Above,24498,107,24605,1.99,Lost
401,Andhra Pradesh,Thirupathi(SC),GURUMOORTHY MADDILA,Yuvajana Sramika Rythu Congress Party,626702,5526,632228,45.73,Won
402,Andhra Pradesh,Thirupathi(SC),VARA PRASAD RAO VELAGAPALLI,Bharatiya Janata Party,608494,9165,617659,44.67,Lost
403,Andhra Pradesh,Thirupathi(SC),CHINTA MOHAN,Indian National Congress,63790,1733,65523,4.74,Lost
404,Andhra Pradesh,Thirupathi(SC),PENUMURU. GURAPPA,Bahujan Samaj Party,10300,206,10506,0.76,Lost
405,Andhra Pradesh,Thirupathi(SC),KATTAMANCHI. PRABHAKAR,Independent,5796,6,5802,0.42,Lost
406,Andhra Pradesh,Thirupathi(SC),M UMADEVI,Janata Congress,5387,38,5425,0.39,Lost
407,Andhra Pradesh,Thirupathi(SC),ALLAM.RAJA,Independent,4948,22,4970,0.36,Lost
408,Andhra Pradesh,Thirupathi(SC),VIJAY KUMAR G.SRKR,Liberation Congress Party,4108,194,4302,0.31,Lost
409,Andhra Pradesh,Thirupathi(SC),ANJAIAH.P,Republican Party of India (A),3657,9,3666,0.27,Lost
410,Andhra Pradesh,Thirupathi(SC),V.C. NAVEEN GUPTA,Independent,1723,8,1731,0.13,Lost
411,Andhra Pradesh,Thirupathi(SC),A. VARAPRASAD,Jatiya Jana Sena Party,1668,30,1698,0.12,Lost
412,Andhra Pradesh,Thirupathi(SC),SYAMDHAN KURAPATI,Aihra National Party,1567,1,1568,0.11,Lost
413,Andhra Pradesh,Thirupathi(SC),C. PUNYAMURTHY,United Republican Party of India,1511,4,1515,0.11,Lost
414,Andhra Pradesh,Thirupathi(SC),KARRA SIVA,Pyramid Party of India,1501,9,1510,0.11,Lost
415,Andhra Pradesh,Thirupathi(SC),VELURU. THEJOVATHI,Samajwadi Party,1362,27,1389,0.1,Lost
416,Andhra Pradesh,Thirupathi(SC),C. DAVID,Indian Believers Party (IBP),1237,2,1239,0.09,Lost
417,Andhra Pradesh,Thirupathi(SC),K. JEEVARATHNAM,Independent,1203,1,1204,0.09,Lost
418,Andhra Pradesh,Thirupathi(SC),DASARI. GOWTHAM,Independent,1077,10,1087,0.08,Lost
419,Andhra Pradesh,Thirupathi(SC),VIJAYA KUMAR.G,Independent,797,4,801,0.06,Lost
420,Andhra Pradesh,Thirupathi(SC),A. MADHU,Jai Hindustan Party,711,1000,711,0.05,Lost
421,Andhra Pradesh,Thirupathi(SC),B. BHARANI BAS,Ambedkar National Congress,688,1000,688,0.05,Lost
422,Andhra Pradesh,Thirupathi(SC),Y. MAHESH,Independent,615,7,622,0.04,Lost
423,Andhra Pradesh,Thirupathi(SC),PRASAD PATIBANDLA,Independent,607,1,608,0.04,Lost
424,Andhra Pradesh,Thirupathi(SC),NOTA,None of the Above,15909,209,16118,1.17,Lost
425,Andhra Pradesh,Vijayawada,KESINENI SIVANATH (CHINNI),Telugu Desam,784722,9432,794154,58.21,Won
426,Andhra Pradesh,Vijayawada,KESINENI SRINIVAS  (NANI),Yuvajana Sramika Rythu Congress Party,505637,6432,512069,37.53,Lost
427,Andhra Pradesh,Vijayawada,BHARGAV VALLURU,Indian National Congress,23498,608,24106,1.77,Lost
428,Andhra Pradesh,Vijayawada,KRISHNA KISHORE YANAMANDRA,Navataram Party,7710,168,7878,0.58,Lost
429,Andhra Pradesh,Vijayawada,VENKATA ASHOK PAPPURI,Independent,6672,1000,6672,0.49,Lost
430,Andhra Pradesh,Vijayawada,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),Independent,3199,1000,3199,0.23,Lost
431,Andhra Pradesh,Vijayawada,MEKA VENKATESWARA RAO,Bahujan Samaj Party,2184,49,2233,0.16,Lost
432,Andhra Pradesh,Vijayawada,ANIL KUMAR MADDINENI,Independent,1240,1000,1240,0.09,Lost
433,Andhra Pradesh,Vijayawada,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),Telugu Rajadhikara Samiti Party,609,6,615,0.05,Lost
434,Andhra Pradesh,Vijayawada,SYED KHAMURUNNISA,Navarang Congress Party,600,1,601,0.04,Lost
435,Andhra Pradesh,Vijayawada,CHAGANTIPATI GANGADHAR GANDHI,Pyramid Party of India,486,3,489,0.04,Lost
436,Andhra Pradesh,Vijayawada,DATLA LURTHU MERI,Jaibhim Rao Bharat Party,409,8,417,0.03,Lost
437,Andhra Pradesh,Vijayawada,PERAM SIVA NAGESWARA RAO,Republican Party of India (Athawale),365,3,368,0.03,Lost
438,Andhra Pradesh,Vijayawada,DEVARASETTY RAVEENDRA BABU,Andhra Rastra Praja Samithi,328,3,331,0.02,Lost
439,Andhra Pradesh,Vijayawada,GUJJULA LALITHA,Socialist Unity Centre Of India (COMMUNIST),323,4,327,0.02,Lost
440,Andhra Pradesh,Vijayawada,N DASARADHA RAMI REDDY,All India Jaihind Party,268,1,269,0.02,Lost
441,Andhra Pradesh,Vijayawada,CHINTHALACHERUVU HEMALATHA,Jai Maha Bharath Party,239,5,244,0.02,Lost
442,Andhra Pradesh,Vijayawada,NOTA,None of the Above,9038,155,9193,0.67,Lost
443,Andhra Pradesh,Visakhapatnam,SRIBHARAT MATHUKUMILI,Telugu Desam,893884,13583,907467,65.42,Won
444,Andhra Pradesh,Visakhapatnam,JHANSI LAKSHMI. BOTCHA.,Yuvajana Sramika Rythu Congress Party,397821,5399,403220,29.07,Lost
445,Andhra Pradesh,Visakhapatnam,P. SATYA REDDY,Indian National Congress,29430,837,30267,2.18,Lost
446,Andhra Pradesh,Visakhapatnam,K.A. PAUL,Praja Shanthi Party,7529,167,7696,0.55,Lost
447,Andhra Pradesh,Visakhapatnam,PEDAPENKI SIVA PRASADA RAO,Bahujan Samaj Party,6006,85,6091,0.44,Lost
448,Andhra Pradesh,Visakhapatnam,BIKKAVOLU. CHALAMAJI,Navarang Congress Party,4883,1,4884,0.35,Lost
449,Andhra Pradesh,Visakhapatnam,V.N. SATYA NARAYANA,Rashtriya Praja Congress  (Secular),2534,3,2537,0.18,Lost
450,Andhra Pradesh,Visakhapatnam,ARUNA SRI MURALA,Independent,1991,2,1993,0.14,Lost
451,Andhra Pradesh,Visakhapatnam,VASUPILLI SURESH,Independent,1931,2,1933,0.14,Lost
452,Andhra Pradesh,Visakhapatnam,SONDI KRISHNA.,Independent,1811,7,1818,0.13,Lost
453,Andhra Pradesh,Visakhapatnam,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,1098,11,1109,0.08,Lost
454,Andhra Pradesh,Visakhapatnam,DR. GANAPATHI KONGARAPU.,Republican Party of India (A),944,6,950,0.07,Lost
455,Andhra Pradesh,Visakhapatnam,BANNA. RAMESH,Dalita Bahujana Party,941,7,948,0.07,Lost
456,Andhra Pradesh,Visakhapatnam,P. SATYA VANI,Pyramid Party of India,875,7,882,0.06,Lost
457,Andhra Pradesh,Visakhapatnam,DURGA PRASAD. GUNTU,Bhartiya Rashtriya Dal,760,7,767,0.06,Lost
458,Andhra Pradesh,Visakhapatnam,CHAPPIDI RAMU,Independent,756,1,757,0.05,Lost
459,Andhra Pradesh,Visakhapatnam,M.G.M. KHAN,Independent,738,4,742,0.05,Lost
460,Andhra Pradesh,Visakhapatnam,SHANKAR DEVARA YADAV,Independent,656,5,661,0.05,Lost
461,Andhra Pradesh,Visakhapatnam,VENU MADHAV KARRI,Independent,646,1,647,0.05,Lost
462,Andhra Pradesh,Visakhapatnam,DR. ACHUTHA BALAJI YADAV (MURAPALA),Bharatha Chaitanya Yuvajana Party,628,10,638,0.05,Lost
463,Andhra Pradesh,Visakhapatnam,THOTA VENKATA SAI MUKUND,Praja Prasthanam Party,628,5,633,0.05,Lost
464,Andhra Pradesh,Visakhapatnam,PIDIDHI APPARAO,Independent,576,4,580,0.04,Lost
465,Andhra Pradesh,Visakhapatnam,G.A.N. ANAND,Independent,543,1000,543,0.04,Lost
466,Andhra Pradesh,Visakhapatnam,VADDI. HARI GANESH,Independent,518,2,520,0.04,Lost
467,Andhra Pradesh,Visakhapatnam,JANARDHAN PONNADA.,Independent,499,1,500,0.04,Lost
468,Andhra Pradesh,Visakhapatnam,GANAPATHI. JAGADEESWARA RAO (JAGADEESH),Jai Maha Bharath Party,494,6,500,0.04,Lost
469,Andhra Pradesh,Visakhapatnam,JALADI VIJAYA KUMARI,Samajwadi Party,463,3,466,0.03,Lost
470,Andhra Pradesh,Visakhapatnam,CHINTADA SURYAM,Naba Bharata Nirmana Seva Party,443,5,448,0.03,Lost
